0,col_1,col_2,col_3,col_4,col_5,col_6
2016-02-01 00:00:00,45,54.66101694915254,-21.05084745762713,3.722892045575636,0.0,
2016-02-01 00:05:00,48,50.89830508474577,-20.74576271186441,3.6596971070540913,-46.126172429215956,
2016-02-01 00:10:00,42,47.38983050847458,-15.254237288135593,3.6016917400075465,-19.410924879285236,
2016-02-01 00:15:00,60,45.66101694915254,-13.983050847457626,3.550847302244651,-18.59920935661939,59.64406779661017
2016-02-01 00:20:00,42,42.813559322033896,-11.847457627118645,3.4966830645446785,-0.3346254219118913,-1.0376804025050888
2016-02-01 00:25:00,39,40.57627118644068,-10.322033898305088,3.441032262292723,-6.114523098664103,37.19809998078948
2016-02-01 00:30:00,30,39.61016949152543,-7.779661016949148,3.3901190916890025,-7.837565557567236,32.43158844036313
2016-02-01 00:35:00,48,39.2542372881356,-6.406779661016947,3.3375000346183343,-11.04036115606609,48.69568888124172
2016-02-01 00:40:00,36,36.20338983050848,-6.6101694915254186,3.3022183575713013,-4.6363719860872425,39.068997190289004
2016-02-01 00:45:00,24,34.6271186440678,-5.949152542372879,3.2610099271744537,-5.348521253820759,34.80822045714216
2016-02-01 00:50:00,24,35.440677966101696,-4.16949152542373,3.2100467501540044,-9.148582124644491,31.093412538951824
2016-02-01 00:55:00,36,31.627118644067803,-7.627118644067797,3.1648858558907436,-10.553906412345137,35.06343739783567
2016-02-01 01:00:00,30,31.01694915254237,-5.186440677966104,3.130298854089498,-6.963668445080719,31.638072504221977
2016-02-01 01:05:00,21,29.79661016949153,-4.830508474576273,3.079647666408888,-6.367162750960977,27.543662279585327
2016-02-01 01:10:00,36,32.69491525423729,-2.7457627118644083,3.0547816068235183,-8.605733197282186,27.26153069067817
2016-02-01 01:15:00,24,29.59322033898305,-2.033898305084744,3.0180372275263623,-4.72639486637541,25.632180888827854
2016-02-01 01:20:00,24,27.203389830508474,-3.8135593220339,2.9890788011715537,-5.713949383260102,25.49537854665065
2016-02-01 01:25:00,30,28.677966101694924,-1.1186440677966092,2.9549921049494032,-5.879014375803926,22.906622851081835
2016-02-01 01:30:00,21,31.118644067796605,-1.5762711864406782,2.933788272552456,-3.4339531252658198,28.260710404736546
2016-02-01 01:35:00,27,30.10169491525424,0.5084745762711869,2.906943843968804,-6.329071789318022,24.69546657830536
2016-02-01 01:40:00,18,29.74576271186441,2.5423728813559343,2.916584246984937,-4.5036620838134125,22.261394953971266
2016-02-01 01:45:00,24,31.627118644067803,2.949152542372879,2.9095359222156487,-5.9279175950170835,25.35372367078388
2016-02-01 01:50:00,21,32.03389830508475,0.9152542372881384,2.8887847634495576,-5.021681974327216,26.080973128795886
2016-02-01 01:55:00,21,27.813559322033896,-2.2881355932203387,2.872386268418857,-6.476987594442555,26.189583875192877
2016-02-01 02:00:00,27,24.50847457627119,-5.2372881355932215,2.864995220170623,-6.816797788972669,24.977688815766676
2016-02-01 02:05:00,24,23.59322033898305,-8.033898305084744,2.8345071862102484,-4.831013085098824,27.408949569667573
2016-02-01 02:10:00,30,22.525423728813557,-9.508474576271187,2.807009207626548,-5.585399174080467,26.900340389673534
2016-02-01 02:15:00,27,26.28813559322034,-1.5254237288135606,2.788697429713219,-3.9842116107503136,22.39449601863761
2016-02-01 02:20:00,12,25.01694915254237,0.5084745762711869,2.799443513124631,-2.784895389208675,20.311973920772587
2016-02-01 02:25:00,12,26.186440677966104,2.5932203389830484,2.778561313144006,-6.174695091800303,18.979646694052636
2016-02-01 02:30:00,18,24.15254237288136,1.6271186440677958,2.7761365447671875,-7.426491361798143,18.95355453802887
2016-02-01 02:35:00,15,23.54237288135593,-2.7457627118644083,2.7690767938713283,-5.66111209601412,23.58828813790774
2016-02-01 02:40:00,18,26.186440677966104,1.1694915254237266,2.7645966803715942,-7.215950675949394,20.254825198970803
2016-02-01 02:45:00,18,25.3728813559322,-0.8135593220338961,2.7523332038452564,-6.4963081461856085,20.50809484853569
2016-02-01 02:50:00,27,27.966101694915253,3.8135593220338966,2.7565854302584394,-6.599561664469607,19.474532494162307
2016-02-01 02:55:00,18,25.83050847457627,2.2881355932203387,2.7774462177207666,-2.8602464132686247,17.86276905863557
2016-02-01 03:00:00,18,28.01694915254237,1.8305084745762732,2.774319039829095,-3.9452412652166022,20.88706598123402
2016-02-01 03:05:00,15,26.94915254237288,1.5762711864406782,2.7892872688301145,-5.263992743101731,19.99029844099228
2016-02-01 03:10:00,21,30.203389830508474,2.237288135593221,2.784877036950176,-6.61313371268156,24.988323914595448
2016-02-01 03:15:00,21,33.610169491525426,7.779661016949157,2.7782642919167757,-6.109286560768435,22.353810928644094
2016-02-01 03:20:00,24,35.69491525423729,7.6779661016949134,2.7899617010106077,-5.184518939762463,23.76081639190619
2016-02-01 03:25:00,21,37.22033898305085,10.271186440677962,2.781718470393973,-4.4761055740518865,21.793591782143864
2016-02-01 03:30:00,15,34.88135593220339,4.677966101694917,2.765758227845707,-4.780611601861499,25.27924596635114
2016-02-01 03:35:00,27,32.440677966101696,-1.16949152542373,2.7664500097823232,-8.079268238977885,29.250099212978878
2016-02-01 03:40:00,24,36.559322033898304,0.8644067796610173,2.7687345322743364,-6.706842983961384,31.823413849819307
2016-02-01 03:45:00,33,40.677966101694906,3.457627118644069,2.7800279941447323,-7.892485903721343,33.212415094682434
2016-02-01 03:50:00,42,43.37288135593221,8.49152542372881,2.794740837052772,-5.916067904801139,28.760456056906854
2016-02-01 03:55:00,18,47.59322033898305,15.152542372881355,2.821529759277252,-1.1080198914084587,27.034536665358576
2016-02-01 04:00:00,39,53.949152542372886,17.389830508474574,2.8507758798365264,-6.169840708026283,30.34717511324624
2016-02-01 04:05:00,39,62.7457627118644,22.06779661016949,2.8648872851779976,-2.6329662170845274,35.65195596947058
2016-02-01 04:10:00,36,71.28813559322033,27.915254237288128,2.8966235255386734,-2.383359769182559,41.51133599852781
2016-02-01 04:15:00,42,76.72881355932203,29.135593220338983,2.9308137802737053,-4.137411226048668,42.76410198154552
2016-02-01 04:20:00,66,83.13559322033899,29.186440677966107,2.952254195617023,-4.309411311495067,51.32839316614139
2016-02-01 04:25:00,60,89.64406779661016,26.898305084745765,3.0010896299608367,1.6678049742822516,60.43482708719059
2016-02-01 04:30:00,51,85.42372881355931,14.135593220338992,3.0217013809773183,-0.5430877218212036,67.95523705291987
2016-02-01 04:35:00,87,89.9491525423729,13.220338983050851,3.0412272138398335,-7.4663147815005075,73.26030300542871
2016-02-01 04:40:00,81,90.66101694915254,7.525423728813549,3.1036021292812865,-0.24909488835426966,83.51198753872646
2016-02-01 04:45:00,90,102.05084745762713,12.40677966101694,3.13464322622376,-1.2150139481440732,88.91490426535736
2016-02-01 04:50:00,81,118.77966101694916,33.35593220338983,3.1653250553541263,-0.7164004555137778,80.30308784302615
2016-02-01 04:55:00,96,134.38983050847455,44.44067796610168,3.2338095548163466,-2.0788200725080026,89.16640818720906
2016-02-01 05:00:00,96,146.69491525423732,56.033898305084755,3.3056039322500284,0.9111585205121884,89.44176829674143
2016-02-01 05:05:00,99,161.74576271186442,59.6949152542373,3.4307778136981435,2.100572667368967,101.22612545739506
2016-02-01 05:10:00,126,170.74576271186442,51.966101694915274,3.485796933887233,-0.1221462687084367,117.14943665938058
2016-02-01 05:15:00,135,179.7457627118644,45.35593220338985,3.5349774861593537,2.4356380652643694,134.66934839089376
2016-02-01 05:20:00,123,190.4237288135593,43.72881355932204,3.6035261743139366,1.3931748533531494,147.89883258699683
2016-02-01 05:25:00,180,188.54237288135596,26.796610169491515,3.628013997265536,-7.39995224342389,161.68224495966663
2016-02-01 05:30:00,156,184.32203389830508,13.576271186440664,3.647787629507399,2.797925350186542,172.3266414453127
2016-02-01 05:35:00,195,175.32203389830508,-4.423728813559336,3.7184391817693054,-3.8975465267392733,180.7905117185296
2016-02-01 05:40:00,192,182.94915254237284,-7.474576271186463,3.777458271839628,3.3353551255305263,185.80721461319408
2016-02-01 05:45:00,201,190.5254237288136,1.9830508474576332,3.774727658224407,2.0127502436564337,190.04703217546168
2016-02-01 05:50:00,183,211.4237288135593,27.101694915254253,3.7979164816944375,5.27677328433716,181.75203158328458
2016-02-01 05:55:00,177,225.61016949152543,50.288135593220346,3.793823144821426,2.178486648444376,177.22708408630146
2016-02-01 06:00:00,165,231.20338983050846,48.254237288135606,3.838759243047441,1.859811211416919,184.27302771679436
